"","X","Nest_ID","Female_ID","Male_ID","Female_dur_care","Male_dur_care","Hatching_date","Year","Chick","Chick_ID","Chick_surv_age","Hatching_date_ch","Fate","Cap_date","Cap_age","Chick_weight","Left_tarsus_ch","Right_tarsus_ch","Mean_tarsus_ch","Mean_brood_weight","Mean_brood_tarsus","Chick_CI","Mean_brood_CI","Max_chick_CI"
"581",581,"2010_A20","CA2405","CA2309",11.5,26,"2010-05-15",2010,3,"CA2441",9,"2010-05-16","died","2010-05-16",0,6.4,18.1,18.1,18.1,6.13333333333333,18.1666666666667,5.91867525723825,5.67206378818666,5.91867525723825
"582",582,"2010_A21","CA2036","CA107",8.5,26,"2010-05-14",2010,3,"CA2330",5.5,"2010-05-14","died","2010-05-14",0,5.6,18,18.2,18.1,5.76666666666667,17.7333333333333,5.44817177511461,5.61031974461207,5.74003812021004
"583",583,"2010_A22","CA136","CA178",14,26,"2010-05-08",2010,3,"CA2416",17.5,"2010-05-08","died","2010-05-08",0,6.2,18,18.1,18.05,6.1,17.9,5.91456599876881,5.81916977298221,5.91456599876881
"584",584,"2010_A25","CA2037","CA1204",4,4,"2010-05-23",2010,3,"CA2483",1.5,"2010-05-23","died","2010-05-23",0,5.6,17.7,17.7,17.7,5.8,17.8,5.40540924425898,5.59845957441109,5.69498473948714
"585",585,"2010_A27","CA1278","CA1248",25,25,"2010-05-04",2010,3,"CA2311",26,"2010-05-04","fledged","2010-05-04",0,5.7,18.3,18.2,18.25,5.66666666666667,18.2166666666667,5.24098237555504,5.21033335581495,5.3329294347753
"586",586,"2010_A3","CA081","CA078",24,26,"2010-05-17",2010,3,"CA2457",26,"2010-05-17","fledged","2010-05-17",0,5.6,18,18,18,5.93333333333333,18.0333333333333,5.25957876230216,5.57264892672491,5.8231050582631
"587",587,"2010_A30","CA2325","CA2422",2.5,5,"2010-05-30",2010,3,"CA2494",2.5,"2010-05-30","died","2010-05-30",0,6.4,17.7,17.7,17.7,6.5,17.7666666666667,6.20197523612006,6.29888109918444,6.39578696224882
"588",588,"2010_A4","CA141","CA2267",5,8.5,"2010-05-17",2010,3,"CA2459",1.5,"2010-05-17","died","2010-05-17",0,5.7,17.9,17.8,17.85,5.8,18.2,5.2510662642955,5.34319023384455,5.52743817294263
"589",589,"2010_A7","CA1263","CA168",1,24,"2010-05-17",2010,3,"CA2447",24,"2010-05-17","unknown","2010-05-17",0,6,18.8,18.7,18.75,5.76666666666667,18.4833333333333,5.35100290990551,5.14290835229808,5.35100290990551
"590",590,"2010_A8","CA1538","CA2403",12,26,"2010-05-15",2010,3,"CA2438",26,"2010-05-15","fledged","2010-05-15",0,6.5,18,18,18,6.125,18.2625,5.94510369106039,5.60211693965306,5.94510369106039
"591",591,"2010_B101","CA1268","CA2462",4,9,"2010-05-20",2010,3,"CA2466",2.5,"2010-05-20","died","2010-05-20",0,5.9,17.2,17.3,17.25,5.76666666666667,17.5833333333333,5.84335174908286,5.71129860221093,5.84335174908286
"592",592,"2010_C1","CA2236","CA1272",11,26,"2010-05-03",2010,3,"CA2308",20.5,"2010-05-03","died","2010-05-03",0,6.2,17.1,17.2,17.15,6.23333333333333,16.9166666666667,6.65967728248109,6.69548199905357,6.76709143219853
"593",593,"2010_C104","CA2487","CA2440",1.5,3,"2010-06-04",2010,3,"CA2497",3,"2010-06-04","unknown","2010-06-04",0,6.3,17.8,18,17.9,6.2,18,5.94006020290148,5.84577353301415,5.94006020290148
"594",594,"2010_C108","CA2050","CA1416",16,16,"2010-06-15",2010,3,"CA2515",2,"2010-06-15","died","2010-06-16",-1,6.3,18.8,18.8,18.8,6.43333333333333,18.7,5.48271578808187,5.59875210105715,5.65677025754479
"595",595,"2010_C111","CA2265","CA1310",3,3,"2010-06-23",2010,3,"CA2528",3,"2010-06-23","unknown","2010-06-23",0,5.6,18,18.1,18.05,6.03333333333333,18.1166666666667,5.20890177672047,5.61197155706194,6.1390628082777
"596",596,"2010_C115","CA2036","CA2282",5,5,"2010-06-27",2010,3,"CA2353",5,"2010-06-27","unknown","2010-06-27",0,6.7,17.3,17.4,17.35,6.4,17.35,6.82446254270192,6.5188895930287,6.82446254270192
"597",597,"2010_C2","CA1531","CA1499",3.5,6,"2010-05-14",2010,3,"CA2333",3.5,"2010-05-14","died","2010-05-14",0,6.4,17.5,17.5,17.5,6.26666666666667,18.3666666666667,5.78414017378519,5.66363725349799,5.78414017378519
"598",598,"2010_C3","CA1570","CA1418",10,26,"2010-05-04",2010,3,"CA2402",26,"2010-05-05","fledged","2010-05-05",0,5.3,18,18.1,18.05,5.33333333333333,16.6666666666667,5.87375805058702,5.91069992511901,5.984583674183
"599",599,"2010_D-1","22","4",1,26,"2010-05-01",2010,3,"CA2291",26,"2010-05-01","fledged","2010-05-02",-1,5.4,17.1,17,17.05,5.23333333333333,16.7666666666667,5.90987348663156,5.72746998395774,5.90987348663156
"600",600,"2010_D1","CA1552","CA054",2,26,"2010-05-16",2010,3,"CA2444",26,"2010-05-16","fledged","2010-05-16",0,5.9,17.2,17.2,17.2,5.83333333333333,17.7333333333333,5.74003812021004,5.67517893241106,5.74003812021004
"601",601,"2010_E102","CA2041","CA2241",2.5,9,"2010-06-11",2010,3,"CA2508",8,"2010-06-12","died","2010-06-12",0,6.3,18,18,18,6.16666666666667,17.9,6.0099622245554,5.88276725683994,6.0099622245554
"602",602,"2011_A1","CA2039","CA2043",1,3,"2011-05-18",2011,3,"CA2379",3,"2011-05-18","unknown","2011-05-18",0,6.2,17.3,17.3,17.3,6.23333333333333,17.2,6.4313850069008,6.46596234564758,6.53511702314113
"603",603,"2011_A101","CA2036","CA107",2,26,"2011-06-03",2011,3,"CA3209",26,"2011-06-03","fledged","2011-06-04",-1,6,17.1,17.2,17.15,5.83333333333333,17.4166666666667,6.06243679918768,5.89403577698802,6.06243679918768
"604",604,"2011_A104","CA1519","CA1321",6.5,26,"2011-05-29",2011,3,"CA3204",26,"2011-05-29","fledged","2011-05-29",0,6.1,17,17.1,17.05,6.16666666666667,17.15,6.36645584999763,6.43603460245662,6.5751921073746
"605",605,"2011_A106","CA2550","CA2284",2.5,26,"2011-06-06",2011,3,"CA2559",2.5,"2011-06-06","died","2011-06-06",0,6,16.9,16.8,16.85,6.35,16.95,6.41826187374062,6.79266048304216,7.00660254550018
"606",606,"2011_A13","CA2373","CA2372",2,26,"2011-05-26",2011,3,"CA2549",2,"2011-05-27","died","2011-05-27",0,5.6,16.1,16.2,16.15,5.56666666666667,16.4666666666667,6.36558947596627,6.32769906241886,6.36558947596627
"607",607,"2011_A16","CA1429","CA2002",3,26,"2011-06-18",2011,3,"CA3218",26,"2011-06-19","fledged","2011-06-21",-2,NA,18.6,18.6,NA,6.7,17.525,NA,6.68213898708043,6.78187240479805
"608",608,"2011_A2","CA2367","CA110",2,26,"2011-05-21",2011,3,"CA2539",26,"2011-05-21","fledged","2011-05-21",0,6.6,17.1,17,17.05,6.66666666666667,17.25,6.80470629098859,6.87344069796828,7.01090951192764
"609",609,"2011_A301","CA2581","CA2273",15,15,"2011-06-29",2011,3,"CA2598",14,"2011-06-30","unknown","2011-06-30",0,6.5,17.5,17.4,17.45,6.56666666666667,17.9,6.20075467612859,6.26435215998631,6.39154712770177
"610",610,"2011_A6","CA2041","CA1234",3,26,"2011-05-23",2011,3,"CA2543",2.5,"2011-05-25","died","2011-05-25",0,5.9,17.2,17.3,17.25,5.63333333333333,17.1,6.19559096389975,5.91556425366699,6.19559096389975
"611",611,"2011_A7","CA1276","CA178",1.5,22,"2011-05-20",2011,3,"CA2385",22,"2011-05-20","unknown","2011-05-20",0,6.4,17.5,17.5,17.5,6.23333333333333,17.7,6.25113204110913,6.08834214420524,6.25113204110913
"612",612,"2011_A8","CA2050","CA1213",2.5,26,"2011-05-19",2011,3,"CA2382",2.5,"2011-05-19","died","2011-05-19",0,6.3,17,17.1,17.05,6.46666666666667,17.1,6.61563102924888,6.79064772314435,6.93066107826073
"613",613,"2011_B2","CA1429","CA168",1,26,"2011-05-15",2011,3,"CA2376",10,"2011-05-15","died","2011-05-15",0,6.7,16.8,16.9,16.85,6.23333333333333,16.9166666666667,7.19674803106828,6.69548199905357,7.19674803106828
"614",614,"2011_B3","CA2583","CA2571",12,12,"2011-07-02",2011,3,"CA3302",2,"2011-07-02","died","2011-07-02",0,6.9,17.6,17.5,17.55,6.86666666666667,17.45,6.94386458470774,6.91031934516809,6.94386458470774
"615",615,"2011_B4","CA171","CA3212",2,10,"2011-06-26",2011,3,"CA3226",2,"2011-06-26","died","2011-06-26",0,6.6,17,17.1,17.05,6.53333333333333,17.05,6.97341141661065,6.90297291745297,7.1847269140837
"616",616,"2011_C3","CA2541","CA2221",1,26,"2011-05-30",2011,3,"CA3206",4,"2011-05-31","died","2011-05-31",0,5.4,16.2,16.3,16.25,5.5,15.9833333333333,6.53453770811226,6.65554766566989,6.89756758078516
"617",617,"2011_D4","CA3216","CA2531",24,24,"2011-06-20",2011,3,"D4.CHICK",3,"2011-06-20","died","2011-06-20",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",618,"2011_E1","CA2039","CA2576",2,22,"2011-06-22",2011,3,"CA3221",22,"2011-06-22","unknown","2011-06-22",0,6.5,17.2,17.3,17.25,6.4,17.3666666666667,6.60741112899578,6.50575865008815,6.60741112899578
"619",619,"2011_E2","CA242","CA2575",16,16,"2011-06-28",2011,3,"CA3230",2,"2011-06-28","died","2011-06-28",0,6.5,16.6,16.6,16.6,6.5,16.8833333333333,7.01089890980119,7.01089890980119,7.1187588930289
"620",620,"2011_E3","CA3211","CA1224",3,21,"2011-06-11",2011,3,"E3.CHICK",4.5,"2011-06-12","died","2011-06-15",-3,NA,NA,NA,NA,6.1,16.5,NA,6.90456162299635,6.90456162299635
"621",621,"2011_E5","CA3210","CA2574",5,9,"2011-06-26",2011,3,"CA3227",7.5,"2011-06-26","unknown","2011-06-26",0,6.9,17.6,17.5,17.55,6.76666666666667,17.6166666666667,6.80662463256657,6.67509565415948,6.80662463256657
"622",622,"2011_E8","CA1278","CA2573",7,7,"2011-06-30",2011,3,"E8.CHICK",2,"2011-06-30","died","2011-07-01",-1,NA,NA,NA,NA,5.7,16.925,NA,6.11627763584294,6.43818698509783
"623",623,"2012_D1","CA2039","CA2043",5,11,"2012-05-29",2012,3,"CA3253",10,"2012-05-29","died","2012-06-02",-4,NA,17.1,17.1,NA,6.25,16.95,NA,6.68568945181315,6.73917496742765
"624",624,"2012_D101","24","CA1464",6,6,"2012-05-29",2012,3,"CA3245",6,"2012-05-29","died","2012-05-29",0,6,16.6,16.6,16.6,6.16666666666667,17.0166666666667,6.36557113425751,6.54239255465355,6.78994254320801
"625",625,"2012_D4","CA2584","CA048",11,11,"2012-06-02",2012,3,"CA3260",3.5,"2012-06-03","died","2012-06-03",0,6.7,17.9,17.9,17.9,6.53333333333333,17.75,6.50550193003112,6.34367352381144,6.50550193003112
"626",626,"2012_G12","CA1268","CA1272",4,6,"2012-05-30",2012,3,"CA3250",6,"2012-05-30","died","2012-05-30",0,5.3,16.5,16.6,16.55,5.43333333333333,16.9333333333333,5.68118938062684,5.82411238391305,6.00276613802081
"627",627,"2007_A115","CA1280","CA1425",5,5,"2007-06-15",2007,4,"CA1461",3,"2007-06-19","unknown","2007-06-19",0,5.2,18,18.1,18.05,5.525,18.275,4.74925393990982,5.04608231115419,5.93656742488728
"628",628,"2007_A2","CA1254","CA008",4,18,"2007-05-31",2007,4,"CA1414",2,"2007-06-01","unknown","2007-06-01",0,6.3,17.7,17.7,17.7,5.675,16.9125,6.77059298864558,6.09890717627995,6.77059298864558
"629",629,"2007_C14","CA216","802109768",3.5,26,"2007-05-28",2007,4,"CA1246",26,"2007-05-29","fledged","2007-05-29",0,5.9,16.8,16.7,16.75,6.075,17.275,6.06452306059793,6.24440298188685,6.47567716640117
"630",630,"2007_D105","CA020","CA068",4,4,"2007-07-04",2007,4,"CA1399",2,"2007-07-06","unknown","2007-07-06",0,5.9,17.2,17.2,17.2,6.375,17.5375,5.87546756378102,6.34849249476339,6.87130952374391
"631",631,"2007_D3","802122910","CA027",1,26,"2007-05-30",2007,4,"CA1405",3.5,"2007-05-31","died","2007-05-31",0,5.2,15.6,15.4,15.5,5.94,16.75,5.70288741088839,6.51445215782251,6.90926744011478
"632",632,"2007_D4","CA1217","CA180",3.5,26,"2007-05-30",2007,4,"CA1408",2.5,"2007-05-31","unknown","2007-05-31",0,5.7,17.6,17.5,17.55,5.6,17.35,5.80588604379118,5.70402839390011,6.21331664335548
"633",633,"2009_C102","CA1382","CA1350",17.5,26,"2009-06-21",2009,4,"CA2250",26,"2009-06-22","fledged","2009-06-22",0,6.1,17.1,17.2,17.15,6.5,17.8875,5.8277127173895,6.20985781361176,6.59200290983402
"634",634,"2009_D3","CA2213","CA2210",12,26,"2009-06-20",2009,4,"CA2248",26,"2009-06-22","fledged","2009-06-22",0,6.1,17.5,17.3,17.4,6.25,17.725,5.94047648078198,6.08655377129301,6.23263106180405
"635",635,"2010_A106","CA1429","CA1230",6,26,"2010-05-06",2010,4,"CA2413",5,"2010-05-07","died","2010-05-07",0,6.4,17.8,17.9,17.85,6.15,17.6625,6.27903587885822,6.03376103984032,6.37714581446538
"636",636,"2010_A8","CA1538","CA2403",12,26,"2010-05-15",2010,4,"CA2478",7.5,"2010-05-21","died","2010-05-21",0,5.3,18,18.3,18.15,6.125,18.2625,4.84754608655693,5.60211693965306,5.94510369106039
"637",637,"2007_D3","802122910","CA027",1,26,"2007-05-30",2007,5,"CA1406",21.5,"2007-05-31","unknown","2007-05-31",0,6.3,16.2,16.4,16.3,5.94,16.75,6.90926744011478,6.51445215782251,6.90926744011478
"638",638,"2009_D3","CA2213","CA2210",12,26,"2009-06-20",2009,5,"CA2252",26,"2009-06-24","fledged","2009-06-26",-2,NA,19.4,19.4,NA,6.25,17.725,NA,6.08655377129301,6.23263106180405
